channel_name,message_id,date,text,image_path
yetenaweg,1151,2024-08-21 10:20:09,"💥 ቅድመ እርግዝና ክትትል ማለት አንዲት ሴት ከማርገዟ በፊት ስለ አጠቃላይ የእርግዝናው ሒደትና ሊከሰቱ ስለሚችሉ ሁናቴዎች በጥልቀት የምትረዳበት ጊዜ ነው።

👉ይህ ሂደት ለራስና ለሚወለደው ልጅ ጤንነት ወሳኝ ነው።

👉 የቅድመ እርግዝና ክትትል ምን ምን ያካትታል?  

👉ቅድመ እርግዝና ክትትል አላማውና ጥቅሙ ምንድነው?

🔸ስለ ቅድመ እርግዝና ክትትል ዝርዝር መረጃዎች ለማግኘት እዚህ [ይጫኑ](https://yetenaweg.com/%E1%89%85%E1%8B%B5%E1%88%98-%E1%8A%A5%E1%88%AD%E1%8C%8D%E1%8B%9D%E1%8A%93-%E1%8A%A5%E1%8A%95%E1%8A%AD%E1%89%A5%E1%8A%AB%E1%89%A4/) 

🔸 ለበለጠ መረጃ 
https://yetenaweg.com/",No image
yetenaweg,1148,2024-08-19 16:24:22,"የዝንጀሮ ፈንጣጣ እንዴት ከአንድ ሰው ወደ ሌላ ይተላለፋል ? 
ይህን ማወቅ ራስን ከበሽታ ለመከላከል ይረዳል",No image
yetenaweg,1135,2024-08-19 15:57:00,"🌍⚠️የዝንጀሮ ፈንጣጣ በሽታ አሁን አሳሳቢ የአለም የጤና ጉዳይ ነው! በፍጥነት እየተስፋፋ ነው እና ትኩረታችንን ይፈልጋል። ⚠️🌍

📚ይህንን በሽታ ለመረዳት እንዲረዳዎ የተዘጋጀውን አጭር መረጃ ያንብቡ።

🔍 የዝንጀሮ ፈንጣጣ ምንድን ነው?
🔄እንዴት ነው የሚተላለፈው
⚠️ምልክቶቹ ምንድን ናቸው?
🩺በሽታው እንዴት ይታወቃል? እንዴትስ ይታከማል?
🛡 እንዴት መከላከል ይቻላል?

🧠ስለ  በሽታው በቂ እውቀት ይኑሮት፣ እራስዎን እና ሌሎችን ይጠብቁ!

✍️ ይህ ፅሁፍ የተፃፈው የ2022 የጤና ወግ የፅሁፍ ውድድር ላይ ተሳታፊ በነበረችው ዮዲት በላይሁን ነው።",No image
EAHCI,2399,2024-10-11 15:32:14,"💥 እሁድ ይጀምራል እንዳያመልጥዎ 💥
#Obstetric_Ultrasound_Training#Addis_Ababa

👉ጥቅምት 3/2017ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
  📲Dr shalom 0965412222
   📳 Selam      0968670067
   📳 Ekram      0965410000
   📳 Tinbit       0942404444
   📳 Office        0941404444
   📳 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci",No image
EAHCI,2396,2024-10-10 13:40:09,"💥ዛሬ ይጀምራል
#የሞያ ፈቃድ በቅርቡ ለምታሳድሱ  💥             

#CPD_(+Online )

#ጥቅምት 1/ 2017 ይጀምራል❗️

# Infection Prevention(15 CEU)

ለሁሉም የጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችችሁ❗
--------------------------------------------

☎️0965412222
☎️0968670067
☎️0942404444
☎️0965410000
📱0941404444
☎️0462124400  
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings❗️
-join our telegram channel 
T.me/eahci",No image
EAHCI,2395,2024-10-09 10:46:24,"💥
#የሞያ ፈቃድ በቅርቡ ለምታሳድሱ  💥             

#CPD_(+Online )

#መስከረም 30/ 2017 ይጀምራል❗️

# Infection Prevention(15 CEU)

ለሁሉም የጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችችሁ❗
--------------------------------------------

☎️0965412222
☎️0968670067
☎️0942404444
☎️0965410000
📱0941404444
☎️0462124400  
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings❗️
-join our telegram channel 
T.me/eahci",No image
EAHCI,2393,2024-10-07 08:38:38,"#Basic_Abdominal_Ultrasound_Training @#Hawassa 
👉ጥቅምት 2/ 2017 ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register  
   📳 0965412222 Dr shalom
   📳0965410000
   📳0942404444
   📳0941404444
🏃For more info .follow us on telegram :-
t.me/eahci",No image
EAHCI,2392,2024-10-07 08:35:47,"💥 እሁድ ይጀምራል እንዳያመልጥዎ 💥
#Obstetric_Ultrasound_Training#Addis_Ababa

👉ጥቅምት 3/2017ጀምሮ ለ 1 ሳምንት ይሰጣል ።(ከክህሎቱ ባሻገር የ15CEU CPD Certificate  እንሰጣለን።)
---------------------------------------------
⏩ሰልጣኞች-Medical Doctors , Medical Rad.Technologists , HO, Bsc ,& Msc Midwifery.
⏩አሰልጣኞች-Rad & OBGYN specialists .
🚩የስልጠና ቦታ-በተመረጡ ሆስፒታሎች
✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .
Call & Register 
  📲Dr shalom 0965412222
   📳 Selam      0968670067
   📳 Ekram      0965410000
   📳 Tinbit       0942404444
   📳 Office        0941404444
   📳 Office        0462124400
🏃For more info .follow us on telegram :-
t.me/eahci",No image
EAHCI,2391,2024-10-06 12:48:06,"#Dental_Extraction & Care #Training #ነገ_ይጀምራል
                     @ Hawassa 
👉መስከረም 27/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0965412222
   ☎️0968670067
   ☎️0965410000
   ☎️0942404444

🏃For more info .follow us on telegram :-
t.me/eahci",No image
EAHCI,2390,2024-10-06 08:00:58,"💥
#የሞያ ፈቃድ በቅርቡ ለምታሳድሱ  💥             
#CPD_(+Online )
#መስከረም 29/ 2017 ይጀምራል❗️

# Infection Prevention(15 CEU)

ለሁሉም የጤና ባለሞያዎች በሁሉም ክልሎችና ከተሞች ላላችችሁ❗
--------------------------------------------
☎️0942404444 
☎️0965410000
☎️0965412222
☎️0462124400  
    Ethio-American CPD center & Health Consultancy.
🏃We Are Committed To Excellence In Medical Trainings❗️
-join our telegram channel 
T.me/eahci",No image
EAHCI,2389,2024-10-05 11:41:20,"Baga Ayyaana Irreechaa nagaan geessan!
መልካም የኢሬቻ በዓል! 
Ayyaana Gaarii!",No image
EAHCI,2388,2024-10-05 09:52:07,"Notice💥

 We would like to inform you that  Obstetric Ultrasound Training to be given at Addis Ababa has been postponed for the next week ( October 13 /2024) due to the Irrecha Holiday.",No image
EAHCI,2387,2024-10-04 13:29:53,"#Dental_Extraction_&_Care_Training💥
                     @ Hawassa 
👉መስከረም 27/ 2017ጀምሮ  ይሰጣል። 
---------------------------------------------

✔አዘጋጅ-Ethio-American CPD center in collaboration with selected hospitals .

Call & Register  

   ☎️ 0965412222  Dr Shalom
   ☎️0968670067
   ☎️0965410000   Ekram
   ☎️0942404444

🏃For more info .follow us on telegram :-
t.me/eahci",No image
